School_ID,School_Name,Subgroup_Name,No_in_Class,No_Graduated,Percent_Graduated
10849,Sequoia Secondary School,Multiple Races,0,0,0
10849,Sequoia Secondary School,Native Hawaiian or Pacific Islander,0,0,0
10849,Sequoia Secondary School,Special Education,0,0,0
10849,Sequoia Secondary School,White,11,0,0
79022,Student Choice High School,All,815,275,33.7
79022,Student Choice High School,American Indian or Alaska Native,21,0,0
79022,Student Choice High School,Asian,0,0,0
79022,Student Choice High School,Black/African American,89,25,28.1
79022,Student Choice High School,English Learners,51,13,25.5
79022,Student Choice High School,ELFEP14,65,16,24.6
79022,Student Choice High School,Female,422,158,37.4
79022,Student Choice High School,Foster Care,22,0,0
79022,Student Choice High School,Hispanic or Latino,517,160,30.9
79022,Student Choice High School,Homeless,11,0,0
79022,Student Choice High School,Male,393,117,29.8
79022,Student Choice High School,Military,0,0,0
79022,Student Choice High School,Native Hawaiian or Pacific Islander,0,0,0
79022,Student Choice High School,Special Education,29,0,0
79022,Student Choice High School,White,182,86,47.3
90737,Student Choice High School,All,98,43,43.9
90737,Student Choice High School,Asian,0,0,0
90737,Student Choice High School,Black/African American,0,0,0
90737,Student Choice High School,English Learners,0,0,0
90737,Student Choice High School,ELFEP14,0,0,0
90737,Student Choice High School,Female,39,20,51.3
90737,Student Choice High School,Foster Care,0,0,0
90737,Student Choice High School,Hispanic or Latino,26,13,50
90737,Student Choice High School,Homeless,0,0,0
90737,Student Choice High School,Male,59,23,39
90737,Student Choice High School,Multiple Races,0,0,0
90737,Student Choice High School,Special Education,0,0,0
90737,Student Choice High School,White,61,28,45.9
79129,Tech Campus,All,124,18,14.5
79129,Tech Campus,American Indian or Alaska Native,0,0,0
79129,Tech Campus,Asian,0,0,0
79129,Tech Campus,Black/African American,14,0,0
79129,Tech Campus,English Learners,11,0,0
79129,Tech Campus,ELFEP14,12,0,0
79129,Tech Campus,Female,65,0,20
79129,Tech Campus,Foster Care,0,0,0
79129,Tech Campus,Hispanic or Latino,88,13,14.8
79129,Tech Campus,Homeless,0,0,0
79129,Tech Campus,Income Eligibility 1 & 2,78,11,14.1
79129,Tech Campus,Male,59,0,0
79129,Tech Campus,Multiple Races,0,0,0
79129,Tech Campus,Special Education,0,0,0
79129,Tech Campus,White,13,0,0
80025,Career Success Schools - STEM Academy 7-12,All,201,53,26.4
80025,Career Success Schools - STEM Academy 7-12,American Indian or Alaska Native,15,0,0
80025,Career Success Schools - STEM Academy 7-12,Black/African American,0,0,0
80025,Career Success Schools - STEM Academy 7-12,English Learners,0,0,0
80025,Career Success Schools - STEM Academy 7-12,ELFEP14,13,0,0
80025,Career Success Schools - STEM Academy 7-12,Female,95,28,29.5
80025,Career Success Schools - STEM Academy 7-12,Foster Care,0,0,0
80025,Career Success Schools - STEM Academy 7-12,Hispanic or Latino,89,18,20.2
80025,Career Success Schools - STEM Academy 7-12,Income Eligibility 1 & 2,64,14,21.9
80025,Career Success Schools - STEM Academy 7-12,Male,106,25,23.6
80025,Career Success Schools - STEM Academy 7-12,Military,0,0,0
80025,Career Success Schools - STEM Academy 7-12,Multiple Races,0,0,0
80025,Career Success Schools - STEM Academy 7-12,Native Hawaiian or Pacific Islander,0,0,0
80025,Career Success Schools - STEM Academy 7-12,Special Education,0,0,0
80025,Career Success Schools - STEM Academy 7-12,White,85,25,29.4
80430,Robert L. Duffy High School,All,18,0,0
80430,Robert L. Duffy High School,American Indian or Alaska Native,0,0,0
80430,Robert L. Duffy High School,Black/African American,0,0,0
80430,Robert L. Duffy High School,English Learners,0,0,0
80430,Robert L. Duffy High School,ELFEP14,0,0,0
80430,Robert L. Duffy High School,Female,0,0,0
80430,Robert L. Duffy High School,Foster Care,0,0,0
80430,Robert L. Duffy High School,Hispanic or Latino,12,0,0
80430,Robert L. Duffy High School,Homeless,0,0,0
80430,Robert L. Duffy High School,Income Eligibility 1 & 2,15,0,0
80430,Robert L. Duffy High School,Male,0,0,0
80430,Robert L. Duffy High School,Special Education,0,0,0
79123,Career and College Prep,All,13,0,0
79123,Career and College Prep,Black/African American,0,0,0
79123,Career and College Prep,Female,0,0,0
79123,Career and College Prep,Foster Care,0,0,0
79123,Career and College Prep,Hispanic or Latino,0,0,0
79123,Career and College Prep,Income Eligibility 1 & 2,0,0,0
79123,Career and College Prep,Male,0,0,0
79123,Career and College Prep,Military,0,0,0
79123,Career and College Prep,Multiple Races,0,0,0
79123,Career and College Prep,White,0,0,0
79117,Thrivepoint High School at Union Hills,All,24,0,0
79117,Thrivepoint High School at Union Hills,Black/African American,0,0,0
79117,Thrivepoint High School at Union Hills,Female,0,0,0
79117,Thrivepoint High School at Union Hills,Hispanic or Latino,0,0,0
79117,Thrivepoint High School at Union Hills,Homeless,0,0,0
79117,Thrivepoint High School at Union Hills,Income Eligibility 1 & 2,0,0,0
79117,Thrivepoint High School at Union Hills,Male,0,0,0
79117,Thrivepoint High School at Union Hills,Military,0,0,0
79117,Thrivepoint High School at Union Hills,White,15,0,0
81143,ThrivePoint High School at Surprise,All,80,30,37.5
81143,ThrivePoint High School at Surprise,American Indian or Alaska Native,0,0,0
81143,ThrivePoint High School at Surprise,Asian,0,0,0
81143,ThrivePoint High School at Surprise,Black/African American,0,0,0
81143,ThrivePoint High School at Surprise,English Learners,0,0,0
81143,ThrivePoint High School at Surprise,ELFEP14,0,0,0
81143,ThrivePoint High School at Surprise,Female,42,15,35.7
81143,ThrivePoint High School at Surprise,Foster Care,0,0,0
81143,ThrivePoint High School at Surprise,Hispanic or Latino,28,0,0
81143,ThrivePoint High School at Surprise,Homeless,0,0,0
81143,ThrivePoint High School at Surprise,Income Eligibility 1 & 2,0,0,0
81143,ThrivePoint High School at Surprise,Male,38,15,39.5
81143,ThrivePoint High School at Surprise,Military,0,0,0
81143,ThrivePoint High School at Surprise,Multiple Races,0,0,0
81143,ThrivePoint High School at Surprise,Special Education,0,0,0
81143,ThrivePoint High School at Surprise,White,40,16,40
90075,ThrivePoint High School at Metro,All,34,0,0
90075,ThrivePoint High School at Metro,American Indian or Alaska Native,0,0,0
90075,ThrivePoint High School at Metro,Asian,0,0,0
90075,ThrivePoint High School at Metro,Black/African American,0,0,0
90075,ThrivePoint High School at Metro,Female,13,0,0
90075,ThrivePoint High School at Metro,Foster Care,0,0,0
90075,ThrivePoint High School at Metro,Hispanic or Latino,16,0,0
90075,ThrivePoint High School at Metro,Income Eligibility 1 & 2,0,0,0
90075,ThrivePoint High School at Metro,Male,21,0,0
90075,ThrivePoint High School at Metro,Multiple Races,0,0,0
90075,ThrivePoint High School at Metro,Special Education,0,0,0
90075,ThrivePoint High School at Metro,White,0,0,0
90389,ThrivePoint High School at Grovers,All,0,0,0
90389,ThrivePoint High School at Grovers,Black/African American,0,0,0
90389,ThrivePoint High School at Grovers,Female,0,0,0
90389,ThrivePoint High School at Grovers,Hispanic or Latino,0,0,0
90389,ThrivePoint High School at Grovers,Income Eligibility 1 & 2,0,0,0
90389,ThrivePoint High School at Grovers,Male,0,0,0
90389,ThrivePoint High School at Grovers,White,0,0,0
90768,ThrivePoint High School at Buckeye,All,22,0,0
90768,ThrivePoint High School at Buckeye,Black/African American,0,0,0
90768,ThrivePoint High School at Buckeye,Female,0,0,0
90768,ThrivePoint High School at Buckeye,Hispanic or Latino,12,0,0
90768,ThrivePoint High School at Buckeye,Income Eligibility 1 & 2,0,0,0
90768,ThrivePoint High School at Buckeye,Male,0,0,0
90768,ThrivePoint High School at Buckeye,Military,0,0,0
90768,ThrivePoint High School at Buckeye,Multiple Races,0,0,0
90768,ThrivePoint High School at Buckeye,Special Education,0,0,0
90768,ThrivePoint High School at Buckeye,White,0,0,0
90815,ThrivePoint Online High School,All,141,34,24.1
90815,ThrivePoint Online High School,American Indian or Alaska Native,0,0,0
90815,ThrivePoint Online High School,Black/African American,13,0,0
90815,ThrivePoint Online High School,English Learners,0,0,0
90815,ThrivePoint Online High School,ELFEP14,0,0,0
90815,ThrivePoint Online High School,Female,76,18,23.7
90815,ThrivePoint Online High School,Foster Care,0,0,0
90815,ThrivePoint Online High School,Hispanic or Latino,70,14,20
90815,ThrivePoint Online High School,Homeless,0,0,0
90815,ThrivePoint Online High School,Income Eligibility 1 & 2,0,0,0
90815,ThrivePoint Online High School,Male,65,16,24.6
90815,ThrivePoint Online High School,Military,0,0,0
90815,ThrivePoint Online High School,Multiple Races,0,0,0
90815,ThrivePoint Online High School,Special Education,0,0,0
90815,ThrivePoint Online High School,White,52,16,30.8
91199,ThrivePoint High School at Avondale,All,34,0,0
91199,ThrivePoint High School at Avondale,Black/African American,0,0,0
91199,ThrivePoint High School at Avondale,Female,15,0,0
91199,ThrivePoint High School at Avondale,Hispanic or Latino,19,0,0
91199,ThrivePoint High School at Avondale,Income Eligibility 1 & 2,0,0,0
91199,ThrivePoint High School at Avondale,Male,19,0,0
91199,ThrivePoint High School at Avondale,Multiple Races,0,0,0
91199,ThrivePoint High School at Avondale,Special Education,0,0,0
91199,ThrivePoint High School at Avondale,White,0,0,0
79113,James Madison Preparatory School,All,21,0,0
79113,James Madison Preparatory School,Female,0,0,0
79113,James Madison Preparatory School,Hispanic or Latino,0,0,0
79113,James Madison Preparatory School,Male,0,0,0
79113,James Madison Preparatory School,Special Education,0,0,0
79113,James Madison Preparatory School,White,16,0,0
79111,Valley Preparatory Academy,All,0,0,0
79111,Valley Preparatory Academy,Black/African American,0,0,0
79111,Valley Preparatory Academy,Female,0,0,0
79111,Valley Preparatory Academy,Income Eligibility 1 & 2,0,0,0
79111,Valley Preparatory Academy,Male,0,0,0
79111,Valley Preparatory Academy,Native Hawaiian or Pacific Islander,0,0,0
79111,Valley Preparatory Academy,Special Education,0,0,0
79111,Valley Preparatory Academy,White,0,0,0
79102,Country Gardens Charter School,All,12,0,0
79102,Country Gardens Charter School,Black/African American,0,0,0
79102,Country Gardens Charter School,ELFEP14,0,0,0
79102,Country Gardens Charter School,Female,0,0,0
79102,Country Gardens Charter School,Hispanic or Latino,0,0,0
79102,Country Gardens Charter School,Income Eligibility 1 & 2,0,0,0
79102,Country Gardens Charter School,Male,0,0,0
79102,Country Gardens Charter School,Special Education,0,0,0
79102,Country Gardens Charter School,White,0,0,0
79099,Cornerstone Charter School,All,76,17,22.4
79099,Cornerstone Charter School,American Indian or Alaska Native,0,0,0
79099,Cornerstone Charter School,Black/African American,0,0,0
79099,Cornerstone Charter School,English Learners,0,0,0
79099,Cornerstone Charter School,ELFEP14,0,0,0
79099,Cornerstone Charter School,Female,35,0,0
79099,Cornerstone Charter School,Hispanic or Latino,49,13,26.5
79099,Cornerstone Charter School,Income Eligibility 1 & 2,49,0,0
79099,Cornerstone Charter School,Male,41,0,0
79099,Cornerstone Charter School,Multiple Races,0,0,0
79099,Cornerstone Charter School,Special Education,0,0,0
79099,Cornerstone Charter School,White,11,0,0
79092,Skyline Prep High School,All,52,0,0
79092,Skyline Prep High School,American Indian or Alaska Native,0,0,0
79092,Skyline Prep High School,Asian,0,0,0
79092,Skyline Prep High School,Black/African American,28,0,0
79092,Skyline Prep High School,English Learners,0,0,0
79092,Skyline Prep High School,ELFEP14,0,0,0
79092,Skyline Prep High School,Female,19,0,0
79092,Skyline Prep High School,Hispanic or Latino,16,0,0
79092,Skyline Prep High School,Income Eligibility 1 & 2,33,0,0
79092,Skyline Prep High School,Male,33,0,0
79092,Skyline Prep High School,Military,0,0,0
79092,Skyline Prep High School,Multiple Races,0,0,0
79092,Skyline Prep High School,Special Education,0,0,0
79092,Skyline Prep High School,White,0,0,0
10848,Sequoia Village School,All,0,0,0
10848,Sequoia Village School,Male,0,0,0
90324,Sequoia Village High School,All,13,0,0
90324,Sequoia Village High School,American Indian or Alaska Native,0,0,0
90324,Sequoia Village High School,Asian,0,0,0
90324,Sequoia Village High School,Female,0,0,0
90324,Sequoia Village High School,Hispanic or Latino,0,0,0
90324,Sequoia Village High School,Homeless,0,0,0
90324,Sequoia Village High School,Income Eligibility 1 & 2,0,0,0
90324,Sequoia Village High School,Male,0,0,0
90324,Sequoia Village High School,Special Education,0,0,0
90324,Sequoia Village High School,White,0,0,0
10795,Academy with Community Partners,All,80,20,25
10795,Academy with Community Partners,American Indian or Alaska Native,0,0,0
10795,Academy with Community Partners,Asian,0,0,0
10795,Academy with Community Partners,Black/African American,0,0,0
10795,Academy with Community Partners,English Learners,0,0,0
10795,Academy with Community Partners,ELFEP14,0,0,0
10795,Academy with Community Partners,Female,36,0,33.3
10795,Academy with Community Partners,Foster Care,0,0,0
10795,Academy with Community Partners,Hispanic or Latino,47,0,0
10795,Academy with Community Partners,Homeless,0,0,0
10795,Academy with Community Partners,Income Eligibility 1 & 2,23,0,0
10795,Academy with Community Partners,Male,44,0,0
10795,Academy with Community Partners,Military,0,0,0
10795,Academy with Community Partners,Multiple Races,0,0,0
10795,Academy with Community Partners,Native Hawaiian or Pacific Islander,0,0,0
10795,Academy with Community Partners,Special Education,0,0,0
10795,Academy with Community Partners,White,16,0,0
78809,Horizon Honors Secondary School,All,103,0,0
78809,Horizon Honors Secondary School,Asian,0,0,0
78809,Horizon Honors Secondary School,Black/African American,0,0,0
78809,Horizon Honors Secondary School,Female,51,0,0
78809,Horizon Honors Secondary School,Hispanic or Latino,17,0,0
78809,Horizon Honors Secondary School,Male,52,0,0
78809,Horizon Honors Secondary School,Military,0,0,0
78809,Horizon Honors Secondary School,Multiple Races,0,0,0
78809,Horizon Honors Secondary School,Special Education,0,0,0
78809,Horizon Honors Secondary School,White,67,0,0
79619,Pinnacle Charter High School-Tempe East,All,0,0,0
79619,Pinnacle Charter High School-Tempe East,Female,0,0,0
79619,Pinnacle Charter High School-Tempe East,Hispanic or Latino,0,0,0
79619,Pinnacle Charter High School-Tempe East,Male,0,0,0
79619,Pinnacle Charter High School-Tempe East,Special Education,0,0,0
289884,Pinnacle Online - WMCB,All,12,0,0
289884,Pinnacle Online - WMCB,English Learners,0,0,0
289884,Pinnacle Online - WMCB,ELFEP14,0,0,0
289884,Pinnacle Online - WMCB,Female,0,0,0
289884,Pinnacle Online - WMCB,Hispanic or Latino,11,0,0
289884,Pinnacle Online - WMCB,Male,0,0,0
289884,Pinnacle Online - WMCB,Special Education,0,0,0
289884,Pinnacle Online - WMCB,White,0,0,0
79456,North Pointe Preparatory,All,75,0,0
79456,North Pointe Preparatory,Asian,0,0,0
79456,North Pointe Preparatory,Black/African American,0,0,0
79456,North Pointe Preparatory,English Learners,0,0,0
79456,North Pointe Preparatory,ELFEP14,0,0,0
79456,North Pointe Preparatory,Female,35,0,0
79456,North Pointe Preparatory,Hispanic or Latino,40,0,0
79456,North Pointe Preparatory,Income Eligibility 1 & 2,22,0,0
79456,North Pointe Preparatory,Male,40,0,0
79456,North Pointe Preparatory,Multiple Races,0,0,0
79456,North Pointe Preparatory,Special Education,0,0,0
79456,North Pointe Preparatory,White,25,0,0
81178,Primavera - Online,All,3071,905,29.5
81178,Primavera - Online,American Indian or Alaska Native,115,0,0
81178,Primavera - Online,Asian,0,16,44.4
81178,Primavera - Online,Black/African American,175,39,22.3
81178,Primavera - Online,English Learners,30,0,0
81178,Primavera - Online,ELFEP14,51,12,23.5
81178,Primavera - Online,Female,1683,544,32.3
81178,Primavera - Online,Foster Care,21,0,0
81178,Primavera - Online,Hispanic or Latino,1145,245,21.4
81178,Primavera - Online,Homeless,0,0,0
81178,Primavera - Online,Income Eligibility 1 & 2,803,161,20
81178,Primavera - Online,Male,1388,361,26
81178,Primavera - Online,Military,31,11,35.5
81178,Primavera - Online,Multiple Races,152,42,27.6
81178,Primavera - Online,Native Hawaiian or Pacific Islander,0,0,0
81178,Primavera - Online,Special Education,216,72,33.3
81178,Primavera - Online,White,1265,477,37.7
79476,Crown Point High School,All,0,0,0
79476,Crown Point High School,English Learners,0,0,0
79476,Crown Point High School,ELFEP14,0,0,0
79476,Crown Point High School,Female,0,0,0
79476,Crown Point High School,Hispanic or Latino,0,0,0
79476,Crown Point High School,Income Eligibility 1 & 2,0,0,0
79476,Crown Point High School,Male,0,0,0
